processo_numero;processo_ocorrencia
8052379918;Deslizamentos de Barreiras
8052373018;Não há Ocorrência para essa Solicitação
8052369318;Deslizamentos de Barreiras
8052367018;Deslizamentos de Barreiras
8052365818;Deslizamentos de Barreiras
8052362918;Não há Ocorrência para essa Solicitação
8052361417;Imoveis com Danos/Risco
8052361019;Arvores em Risco
8052359116;Imoveis com Danos/Risco
8052359116;Invasao de Terreno de Auxilio Moradia
8052357319;Não há Ocorrência para essa Solicitação
8052355218;Não há Ocorrência para essa Solicitação
8052351718;Muro com Danos
8052351718;Deslizamentos de Barreiras
8052348618;Deslizamentos de Barreiras
8052348618;Não há Ocorrência para essa Solicitação
8052342818;Não há Ocorrência para essa Solicitação
8052338018;Muro com Danos
8052336818;Deslizamentos de Barreiras
8052330018;Imoveis com Danos/Risco
8052328518;Não há Ocorrência para essa Solicitação
8052326218;Não há Ocorrência para essa Solicitação
8052324018;Deslizamentos de Barreiras
8052316718;Não há Ocorrência para essa Solicitação
8052312118;Alagamentos
8052311319;Não há Ocorrência para essa Solicitação
8052308418;Alagamentos
8052303218;Deslizamentos de Barreiras
8052294318;Não há Ocorrência para essa Solicitação
8052290619;Não há Ocorrência para essa Solicitação
8052289018;Não há Ocorrência para essa Solicitação
8052287917;Não há Ocorrência para essa Solicitação
8052287718;Não há Ocorrência para essa Solicitação
8052284017;Não há Ocorrência para essa Solicitação
8052279418;Deslizamentos de Barreiras
8052275918;Não há Ocorrência para essa Solicitação
8052275719;Não há Ocorrência para essa Solicitação
8052273618;Deslizamentos de Barreiras
8052273419;Deslizamentos de Barreiras
8052269216;Imoveis com Danos/Risco
8052266018;Deslizamentos de Barreiras
8052260019;Imoveis com Danos/Risco
8052255818;Não há Ocorrência para essa Solicitação
8052241718;Não há Ocorrência para essa Solicitação
8052241519;Não há Ocorrência para essa Solicitação
8052238618;Deslizamentos de Barreiras
8052236119;Não há Ocorrência para essa Solicitação
8052234018;Não há Ocorrência para essa Solicitação
8052232818;Deslizamentos de Barreiras
8052232818;Imoveis com Danos/Risco
8052228018;Não há Ocorrência para essa Solicitação
8052219019;Imoveis com Danos/Risco
8052216019;Não há Ocorrência para essa Solicitação
8052212718;Muro com Danos
8052211416;Imoveis com Danos/Risco
8052208018;Não há Ocorrência para essa Solicitação
8052207716;Não há Ocorrência para essa Solicitação
8052206718;Muro com Danos
8052206519;Muro com Danos
8052202118;Invasao de Terreno de Auxilio Moradia
8052199919;Não há Ocorrência para essa Solicitação
8052196118;Muro com Danos
8052196118;Deslizamentos de Barreiras
8052194719;Não há Ocorrência para essa Solicitação
8052185018;Não há Ocorrência para essa Solicitação
8052181816;Deslizamentos de Barreiras
8052177718;Deslizamentos de Barreiras
8052176919;Não há Ocorrência para essa Solicitação
8052176919;Deslizamentos de Barreiras
8052172717;Arvores em Risco
8052172717;Deslizamentos de Barreiras
8052163016;Não há Ocorrência para essa Solicitação
8052161716;Não há Ocorrência para essa Solicitação
8052161318;Deslizamentos de Barreiras
8052161318;Arvores em Risco
8052154718;Não há Ocorrência para essa Solicitação
8052153919;Imoveis com Danos/Risco
8052147018;Não há Ocorrência para essa Solicitação
8052144317;Não há Ocorrência para essa Solicitação
8052141616;Não há Ocorrência para essa Solicitação
8052140419;Não há Ocorrência para essa Solicitação
8052140419;Deslizamentos de Barreiras
8052139116;Não há Ocorrência para essa Solicitação
8052136216;Não há Ocorrência para essa Solicitação
8052134016;Não há Ocorrência para essa Solicitação
8052129616;Não há Ocorrência para essa Solicitação
8052129218;Não há Ocorrência para essa Solicitação
8052125718;Deslizamentos de Barreiras
8052125016;Imoveis com Danos/Risco
8052123816;Não há Ocorrência para essa Solicitação
8052114717;Não há Ocorrência para essa Solicitação
8052111618;Não há Ocorrência para essa Solicitação
8052110117;Não há Ocorrência para essa Solicitação
8052109118;Desabamento Parcial de Obras de Contencao/Drenagem
8052105618;Deslizamentos de Barreiras
8052101018;Deslizamentos de Barreiras
8052092118;Deslizamentos de Barreiras
8052090017;Deslizamentos de Barreiras
8052082618;Deslizamentos de Barreiras
8052082618;Imoveis com Danos/Risco
8052078918;Deslizamentos de Barreiras
8052068517;Imoveis com Danos/Risco
8052062518;Não há Ocorrência para essa Solicitação
8052051318;Não há Ocorrência para essa Solicitação
8052048218;Não há Ocorrência para essa Solicitação
8052047016;Não há Ocorrência para essa Solicitação
8052044917;Imoveis com Danos/Risco
8052044917;Deslizamentos de Barreiras
8052042816;Arvores em Risco
8052041017;Deslizamentos de Barreiras
8052039318;Não há Ocorrência para essa Solicitação
8052038917;Não há Ocorrência para essa Solicitação
8052035818;Deslizamentos de Barreiras
8052034317;Deslizamentos de Barreiras
8052032918;Não há Ocorrência para essa Solicitação
8052032918;Deslizamentos de Barreiras
8052032017;Não há Ocorrência para essa Solicitação
8052031616;Não há Ocorrência para essa Solicitação
8052031616;Imoveis com Danos/Risco
8052030817;Não há Ocorrência para essa Solicitação
8052030618;Deslizamentos de Barreiras
8052028317;Não há Ocorrência para essa Solicitação
8052026918;Imoveis com Danos/Risco
8052026918;Deslizamentos de Barreiras
8052026017;Não há Ocorrência para essa Solicitação
8052024817;Invasao de Terreno de Auxilio Moradia
8052024419;Não há Ocorrência para essa Solicitação
8052019218;Deslizamentos de Barreiras
8052019218;Arvores em Risco
8052018817;Não há Ocorrência para essa Solicitação
8052016318;Não há Ocorrência para essa Solicitação
8052013418;Imoveis com Danos/Risco
8052013418;Muro com Danos
8052006818;Arvores em Risco
8051991616;Muro com Danos
8051991417;Não há Ocorrência para essa Solicitação
8051990419;Não há Ocorrência para essa Solicitação
8051987518;Não há Ocorrência para essa Solicitação
8051983018;Deslizamentos de Barreiras
8051981718;Muro com Danos
8051981718;Deslizamentos de Barreiras
8051979417;Imoveis com Danos/Risco
8051979417;Invasao de Terreno de Auxilio Moradia
8051978618;Deslizamentos de Barreiras
8051978618;Arvores em Risco
8051973219;Imoveis com Danos/Risco
8051973219;Incendios
8051972818;Não há Ocorrência para essa Solicitação
8051964518;Não há Ocorrência para essa Solicitação
8051959118;Muro com Danos
8051959019;Não há Ocorrência para essa Solicitação
8051957918;Imoveis com Danos/Risco
8051957918;Deslizamentos de Barreiras
8051956417;Imoveis com Danos/Risco
8051956019;Não há Ocorrência para essa Solicitação
8051952519;Imoveis com Danos/Risco
8051950816;Invasao de Terreno de Auxilio Moradia
8051947517;Não há Ocorrência para essa Solicitação
8051925819;Não há Ocorrência para essa Solicitação
8051923718;Deslizamentos de Barreiras
8051923718;Não há Ocorrência para essa Solicitação
8051919018;Deslizamentos de Barreiras
8051914619;Não há Ocorrência para essa Solicitação
8051911918;Deslizamentos de Barreiras
8051911918;Imoveis com Danos/Risco
8051910417;Não há Ocorrência para essa Solicitação
8051903618;Deslizamentos de Barreiras
8051897817;Não há Ocorrência para essa Solicitação
8051889318;Não há Ocorrência para essa Solicitação
8051887018;Deslizamentos de Barreiras
8051882918;Não há Ocorrência para essa Solicitação
8051882918;Deslizamentos de Barreiras
8051880618;Deslizamentos de Barreiras
8051878317;Não há Ocorrência para essa Solicitação
8051878118;Não há Ocorrência para essa Solicitação
8051873018;Não há Ocorrência para essa Solicitação
8051871718;Arvores em Risco
8051869218;Não há Ocorrência para essa Solicitação
8051864018;Deslizamentos de Barreiras
8051864018;Muro com Danos
8051862818;Não há Ocorrência para essa Solicitação
8051857418;Não há Ocorrência para essa Solicitação
8051854518;Não há Ocorrência para essa Solicitação
8051854518;Deslizamentos de Barreiras
8051851618;Não há Ocorrência para essa Solicitação
8051847918;Não há Ocorrência para essa Solicitação
8051847918;Deslizamentos de Barreiras
8051843318;Não há Ocorrência para essa Solicitação
8051840418;Deslizamentos de Barreiras
8051838018;Deslizamentos de Barreiras
8051838018;Imoveis com Danos/Risco
8051838018;Muro com Danos
8051836718;Não há Ocorrência para essa Solicitação
8051832118;Deslizamentos de Barreiras
8051832118;Muro com Danos
8051818918;Não há Ocorrência para essa Solicitação
8051816618;Não há Ocorrência para essa Solicitação
8051816618;Deslizamentos de Barreiras
8051814517;Não há Ocorrência para essa Solicitação
8051814318;Imoveis com Danos/Risco
8051814318;Muro com Danos
8051812018;Não há Ocorrência para essa Solicitação
8051810818;Muro com Danos
8051810818;Postes em Risco
8051809316;Imoveis com Danos/Risco
8051808318;Muro com Danos
8051808318;Postes em Risco
8051806018;Deslizamentos de Barreiras
8051804818;Não há Ocorrência para essa Solicitação
8051801918;Desabamento Parcial Imoveis
8051799418;Deslizamentos de Barreiras
8051797118;Deslizamentos de Barreiras
8051795918;Arvores em Risco
8051792018;Imoveis Alagados
8051789918;Arvores em Risco
8051788417;Não há Ocorrência para essa Solicitação
8051787618;Não há Ocorrência para essa Solicitação
8051785318;Não há Ocorrência para essa Solicitação
8051783018;Não há Ocorrência para essa Solicitação
8051781818;Imoveis Alagados
8051781818;Imoveis com Danos/Risco
8051777018;Não há Ocorrência para essa Solicitação
8051775818;Deslizamentos de Barreiras
8051772918;Não há Ocorrência para essa Solicitação
8051770618;Desabamento Parcial Imoveis
8051768118;Não há Ocorrência para essa Solicitação
8051766918;Não há Ocorrência para essa Solicitação
8051764618;Deslizamentos de Barreiras
8051760018;Não há Ocorrência para essa Solicitação
8051758618;Imoveis com Danos/Risco
8051755718;Deslizamentos de Barreiras
8051753418;Não há Ocorrência para essa Solicitação
8051751118;Não há Ocorrência para essa Solicitação
8051749718;Imoveis com Danos/Risco
8051749718;Deslizamentos de Barreiras
8051749519;Não há Ocorrência para essa Solicitação
8051747418;Deslizamentos de Barreiras
8051745118;Deslizamentos de Barreiras
8051743918;Não há Ocorrência para essa Solicitação
8051742616;Invasao de Terreno de Auxilio Moradia
8051741618;Deslizamentos de Barreiras
8051739118;Imoveis com Danos/Risco
8051739118;Deslizamentos de Barreiras
8051736218;Deslizamentos de Barreiras
8051736218;Não há Ocorrência para essa Solicitação
8051734018;Imoveis com Danos/Risco
8051732718;Deslizamentos de Barreiras
8051731416;Não há Ocorrência para essa Solicitação
8051730418;Desabamento Parcial Imoveis
8051728018;Imoveis com Danos/Risco
8051726718;Muro com Danos
8051723818;Não há Ocorrência para essa Solicitação
8051721518;Não há Ocorrência para essa Solicitação
8051719018;Não há Ocorrência para essa Solicitação
8051717818;Deslizamentos de Barreiras
8051717818;Não há Ocorrência para essa Solicitação
8051714918;Alagamentos
8051712618;Não há Ocorrência para essa Solicitação
8051712419;Não há Ocorrência para essa Solicitação
8051710716;Imoveis com Danos/Risco
8051710318;Não há Ocorrência para essa Solicitação
8051709319;Não há Ocorrência para essa Solicitação
8051708918;Deslizamentos de Barreiras
8051706618;Não há Ocorrência para essa Solicitação
8051704318;Imoveis com Danos/Risco
8051702018;Deslizamentos de Barreiras
8051700818;Não há Ocorrência para essa Solicitação
8051694818;Deslizamentos de Barreiras
8051690218;Invasao de Terreno de Auxilio Moradia
8051687118;Deslizamentos de Barreiras
8051683618;Não há Ocorrência para essa Solicitação
8051680016;Não há Ocorrência para essa Solicitação
8051680016;Imoveis com Danos/Risco
8051675318;Não há Ocorrência para essa Solicitação
8051660817;Não há Ocorrência para essa Solicitação
8051658019;Não há Ocorrência para essa Solicitação
8051653117;Deslizamentos de Barreiras
8051650217;Não há Ocorrência para essa Solicitação
8051617318;Não há Ocorrência para essa Solicitação
8051615217;Não há Ocorrência para essa Solicitação
8051609217;Não há Ocorrência para essa Solicitação
8051607818;Deslizamentos de Barreiras
8051606516;Deslizamentos de Barreiras
8051597019;Não há Ocorrência para essa Solicitação
8051585617;Imoveis com Danos/Risco
8051581017;Não há Ocorrência para essa Solicitação
8051570718;Deslizamentos de Barreiras
8051568616;Imoveis com Danos/Risco
8051555017;Imoveis com Danos/Risco
8051534919;Muro com Danos
8051522019;Imoveis com Danos/Risco
8051519118;Não há Ocorrência para essa Solicitação
8051515016;Não há Ocorrência para essa Solicitação
8051511416;Deslizamentos de Barreiras
8051505018;Deslizamentos de Barreiras
8051504617;Não há Ocorrência para essa Solicitação
8051477917;Não há Ocorrência para essa Solicitação
8051453018;Imoveis com Danos/Risco
8051447018;Não há Ocorrência para essa Solicitação
