processo_numero;processo_ocorrencia
8025046616;Deslizamentos de Barreiras
8025045115;Imoveis com Danos/Risco
8025044316;Imoveis com Danos/Risco
8025041018;Não há Ocorrência para essa Solicitação
8025039016;Não há Ocorrência para essa Solicitação
8025037716;Muro com Danos
8025035615;Não há Ocorrência para essa Solicitação
8025034816;Deslizamentos de Barreiras
8025031916;Imoveis com Danos/Risco
8025026715;Não há Ocorrência para essa Solicitação
8025019916;Arvores em Risco
8025016817;Não há Ocorrência para essa Solicitação
8025016115;Arvores em Risco
8025013519;Não há Ocorrência para essa Solicitação
8025007519;Não há Ocorrência para essa Solicitação
8025003019;Invasao de Terreno de Auxilio Moradia
8024993315;Imoveis com Danos/Risco
8024991916;Não há Ocorrência para essa Solicitação
8024988617;Não há Ocorrência para essa Solicitação
8024988015;Deslizamentos de Barreiras
8024985916;Imoveis com Danos/Risco
8024983218;Não há Ocorrência para essa Solicitação
8024982115;Arvores em Risco
8024977616;Imoveis com Danos/Risco
8024976618;Não há Ocorrência para essa Solicitação
8024974915;Deslizamentos de Barreiras
8024972416;Deslizamentos de Barreiras
8024972416;Não há Ocorrência para essa Solicitação
8024969316;Imoveis com Danos/Risco
8024965617;Não há Ocorrência para essa Solicitação
8024960417;Não há Ocorrência para essa Solicitação
8024955415;Imoveis com Danos/Risco
8024947016;Deslizamentos de Barreiras
8024942418;Arvores em Risco
8024941116;Não há Ocorrência para essa Solicitação
8024939318;Não há Ocorrência para essa Solicitação
8024937018;Não há Ocorrência para essa Solicitação
8024936617;Não há Ocorrência para essa Solicitação
8024934118;Não há Ocorrência para essa Solicitação
8024924618;Deslizamentos de Barreiras
8024923316;Não há Ocorrência para essa Solicitação
8024919616;Não há Ocorrência para essa Solicitação
8024917316;Não há Ocorrência para essa Solicitação
8024914416;Não há Ocorrência para essa Solicitação
8024912315;Deslizamentos de Barreiras
8024912315;Alagamentos
8024912116;Tombamento de Arvores
8024910015;Não há Ocorrência para essa Solicitação
8024908615;Imoveis com Danos/Risco
8024906017;Não há Ocorrência para essa Solicitação
8024902616;Não há Ocorrência para essa Solicitação
8024901115;Arvores em Risco
8024892917;Não há Ocorrência para essa Solicitação
8024892718;Não há Ocorrência para essa Solicitação
8024891615;Imoveis com Danos/Risco
8024890418;Imoveis com Danos/Risco
8024889817;Não há Ocorrência para essa Solicitação
8024888515;Não há Ocorrência para essa Solicitação
8024885217;Não há Ocorrência para essa Solicitação
8024873616;Imoveis com Danos/Risco
8024870517;Não há Ocorrência para essa Solicitação
8024869916;Tombamento de Arvores
8024868017;Não há Ocorrência para essa Solicitação
8024862416;Deslizamentos de Barreiras
8024862416;Não há Ocorrência para essa Solicitação
8024854619;Não há Ocorrência para essa Solicitação
8024854017;Não há Ocorrência para essa Solicitação
8024849816;Não há Ocorrência para essa Solicitação
8024847516;Deslizamentos de Barreiras
8024845216;Tombamento de Arvores
8024843016;Deslizamentos de Barreiras
8024841716;Imoveis com Danos/Risco
8024839216;Não há Ocorrência para essa Solicitação
8024837016;Imoveis com Danos/Risco
8024833919;Não há Ocorrência para essa Solicitação
8024829915;Deslizamentos de Barreiras
8024829915;Não há Ocorrência para essa Solicitação
8024813018;Não há Ocorrência para essa Solicitação
8024808618;Não há Ocorrência para essa Solicitação
8024802116;Muro com Danos
8024791016;Muro com Danos
8024788916;Deslizamentos de Barreiras
8024788916;Imoveis com Danos/Risco
8024788717;Muro com Danos
8024783318;Não há Ocorrência para essa Solicitação
8024773315;Deslizamentos de Barreiras
8024773315;Não há Ocorrência para essa Solicitação
8024773116;Não há Ocorrência para essa Solicitação
8024770415;Não há Ocorrência para essa Solicitação
8024768816;Não há Ocorrência para essa Solicitação
8024763616;Deslizamentos de Barreiras
8024761515;Imoveis com Danos/Risco
8024755316;Arvores em Risco
8024753215;Não há Ocorrência para essa Solicitação
8024751418;Muro com Danos
8024746217;Imoveis com Danos/Risco
8024741415;Não há Ocorrência para essa Solicitação
8024739015;Não há Ocorrência para essa Solicitação
8024735918;Não há Ocorrência para essa Solicitação
8024725318;Não há Ocorrência para essa Solicitação
8024720516;Não há Ocorrência para essa Solicitação
8024719915;Arvores em Risco
8024717416;Não há Ocorrência para essa Solicitação
8024716015;Imoveis com Danos/Risco
8024714516;Transbordamentos de Canais
8024700217;Não há Ocorrência para essa Solicitação
8024698016;Não há Ocorrência para essa Solicitação
8024695016;Não há Ocorrência para essa Solicitação
8024688615;Não há Ocorrência para essa Solicitação
8024686315;Não há Ocorrência para essa Solicitação
8024682815;Imoveis com Danos/Risco
8024676616;Não há Ocorrência para essa Solicitação
8024674819;Arvores em Risco
8024672718;Deslizamentos de Barreiras
8024659615;Alagamentos
8024656516;Não há Ocorrência para essa Solicitação
8024652016;Não há Ocorrência para essa Solicitação
8024647218;Muro com Danos
8024639515;Deslizamentos de Barreiras
8024639316;Imoveis com Danos/Risco
8024636416;Imoveis com Danos/Risco
8024636416;Muro com Danos
8024633516;Desabamento Parcial Imoveis
8024631216;Muro com Danos
8024629418;Imoveis com Danos/Risco
8024626916;Deslizamentos de Barreiras
8024624616;Muro com Danos
8024622316;Deslizamentos de Barreiras
8024616316;Imoveis com Danos/Risco
8024616316;Deslizamentos de Barreiras
8024613416;Tombamento de Arvores
8024609716;Arvores em Risco
8024607416;Deslizamentos de Barreiras
8024607416;Não há Ocorrência para essa Solicitação
8024603916;Deslizamentos de Barreiras
8024603916;Não há Ocorrência para essa Solicitação
8024592716;Não há Ocorrência para essa Solicitação
8024582818;Não há Ocorrência para essa Solicitação
8024578217;Não há Ocorrência para essa Solicitação
8024573017;Não há Ocorrência para essa Solicitação
8024567017;Não há Ocorrência para essa Solicitação
8024549615;Imoveis com Danos/Risco
8024542817;Não há Ocorrência para essa Solicitação
8024540517;Não há Ocorrência para essa Solicitação
8024539015;Não há Ocorrência para essa Solicitação
8024538017;Não há Ocorrência para essa Solicitação
8024536115;Arvores em Risco
8024532416;Imoveis com Danos/Risco
8024517516;Não há Ocorrência para essa Solicitação
8024510016;Deslizamentos de Barreiras
8024510016;Não há Ocorrência para essa Solicitação
8024503416;Imoveis com Danos/Risco
8024499915;Desabamento Total Imoveis
8024499716;Muro com Danos
8024497416;Desabamento Parcial Imoveis
8024493916;Deslizamentos de Barreiras
8024490016;Não há Ocorrência para essa Solicitação
8024477515;Não há Ocorrência para essa Solicitação
8024477316;Não há Ocorrência para essa Solicitação
8024467015;Deslizamentos de Barreiras
8024463918;Não há Ocorrência para essa Solicitação
8024461016;Deslizamentos de Barreiras
8024460117;Imoveis com Danos/Risco
8024448515;Deslizamentos de Barreiras
8024448515;Imoveis Alagados
8024448515;Transbordamentos de Canais
8024436516;Não há Ocorrência para essa Solicitação
8024436317;Não há Ocorrência para essa Solicitação
8024415418;Imoveis com Danos/Risco
8024412916;Deslizamentos de Barreiras
8024412717;Imoveis com Danos/Risco
8024412518;Não há Ocorrência para essa Solicitação
8024411415;Imoveis com Danos/Risco
8024407516;Não há Ocorrência para essa Solicitação
8024406518;Não há Ocorrência para essa Solicitação
8024405017;Deslizamentos de Barreiras
8024403618;Não há Ocorrência para essa Solicitação
8024402316;Imoveis com Danos/Risco
8024400016;Deslizamentos de Barreiras
8024400016;Arvores em Risco
8024391315;Arvores em Risco
8024391116;Arvores em Risco
8024391116;Deslizamentos de Barreiras
8024390317;Não há Ocorrência para essa Solicitação
8024380817;Imoveis com Danos/Risco
8024380115;Arvores em Risco
8024376216;Arvores em Risco
8024371016;Não há Ocorrência para essa Solicitação
8024368618;Imoveis Alagados
8024368618;Desabamento Parcial Imoveis
8024368016;Não há Ocorrência para essa Solicitação
8024366716;Deslizamentos de Barreiras
8024366318;Deslizamentos de Barreiras
8024363617;Não há Ocorrência para essa Solicitação
8024358416;Não há Ocorrência para essa Solicitação
8024356315;Imoveis com Danos/Risco
8024356315;Arvores em Risco
8024355317;Não há Ocorrência para essa Solicitação
8024352616;Deslizamentos de Barreiras
8024347216;Postes em Risco
8024347216;Arvores em Risco
8024347216;Deslizamentos de Barreiras
8024344316;Não há Ocorrência para essa Solicitação
8024344117;Não há Ocorrência para essa Solicitação
8024341416;Deslizamentos de Barreiras
8024333619;Imoveis com Danos/Risco
8024332118;Arvores em Risco
8024329416;Deslizamentos de Barreiras
8024324415;Arvores em Risco
8024319916;Deslizamentos de Barreiras
8024311015;Não há Ocorrência para essa Solicitação
8024308915;Deslizamentos de Barreiras
8024305015;Não há Ocorrência para essa Solicitação
8024304116;Não há Ocorrência para essa Solicitação
8024295216;Não há Ocorrência para essa Solicitação
8024286819;Invasao de Terreno de Auxilio Moradia
8024281116;Deslizamentos de Barreiras
8024277416;Arvores em Risco
8024277416;Deslizamentos de Barreiras
8024271616;Não há Ocorrência para essa Solicitação
8024269116;Arvores em Risco
8024267916;Não há Ocorrência para essa Solicitação
8024261016;Não há Ocorrência para essa Solicitação
8024256716;Deslizamentos de Barreiras
8024253015;Imoveis com Danos/Risco
8024252116;Imoveis com Danos/Risco
8024252116;Muro com Danos
8024251715;Tombamento de Arvores
8024249016;Não há Ocorrência para essa Solicitação
8024247015;Não há Ocorrência para essa Solicitação
8024246116;Não há Ocorrência para essa Solicitação
8024243216;Não há Ocorrência para essa Solicitação
8024240316;Não há Ocorrência para essa Solicitação
8024232016;Imoveis com Danos/Risco
8024225416;Não há Ocorrência para essa Solicitação
8024222118;Imoveis com Danos/Risco
8024218816;Muro com Danos
8024217818;Não há Ocorrência para essa Solicitação
8024217315;Não há Ocorrência para essa Solicitação
8024213616;Não há Ocorrência para essa Solicitação
8024205316;Arvores em Risco
8024197016;Não há Ocorrência para essa Solicitação
8024188116;Imoveis com Danos/Risco
8024185216;Imoveis com Danos/Risco
8024185216;Deslizamentos de Barreiras
8024180215;Imoveis com Danos/Risco
8024176316;Não há Ocorrência para essa Solicitação
8024175915;Imoveis com Danos/Risco
8024175119;Muro com Danos
8024173615;Imoveis com Danos/Risco
8024170516;Não há Ocorrência para essa Solicitação
8024168917;Não há Ocorrência para essa Solicitação
8024166816;Não há Ocorrência para essa Solicitação
8024162415;Imoveis com Danos/Risco
8024161616;Deslizamentos de Barreiras
8024161616;Arvores em Risco
8024153515;Deslizamentos de Barreiras
8024153316;Não há Ocorrência para essa Solicitação
8024153316;Deslizamentos de Barreiras
8024151016;Deslizamentos de Barreiras
8024148016;Não há Ocorrência para essa Solicitação
8024139519;Imoveis com Danos/Risco
8024136116;Imoveis com Danos/Risco
8024127216;Deslizamentos de Barreiras
8024124515;Deslizamentos de Barreiras
8024124316;Não há Ocorrência para essa Solicitação
8024121416;Deslizamentos de Barreiras
8024119817;Não há Ocorrência para essa Solicitação
8024117716;Arvores em Risco
8024115416;Não há Ocorrência para essa Solicitação
8024112715;Imoveis Alagados
8024111916;Deslizamentos de Barreiras
8024111916;Não há Ocorrência para essa Solicitação
8024109416;Arvores em Risco
8024109217;Não há Ocorrência para essa Solicitação
8024107116;Deslizamentos de Barreiras
8024104918;Não há Ocorrência para essa Solicitação
8024104216;Deslizamentos de Barreiras
8024103417;Não há Ocorrência para essa Solicitação
8024102016;Deslizamentos de Barreiras
8024102016;Não há Ocorrência para essa Solicitação
8024101117;Não há Ocorrência para essa Solicitação
8024098719;Invasao de Terreno de Auxilio Moradia
8024098216;Não há Ocorrência para essa Solicitação
8024094517;Não há Ocorrência para essa Solicitação
8024094119;Imoveis com Danos/Risco
8024093016;Deslizamentos de Barreiras
8024092919;Imoveis com Danos/Risco
8024092615;Arvores em Risco
8024089515;Não há Ocorrência para essa Solicitação
8024089515;Deslizamentos de Barreiras
8024089316;Deslizamentos de Barreiras
8024089316;Imoveis com Danos/Risco
8024089117;Arvores em Risco
8024087016;Não há Ocorrência para essa Solicitação
8024086217;Não há Ocorrência para essa Solicitação
8024085816;Deslizamentos de Barreiras
8024085015;Não há Ocorrência para essa Solicitação
8024083516;Deslizamentos de Barreiras
8024083516;Não há Ocorrência para essa Solicitação
8024080616;Arvores em Risco
8024079219;Imoveis com Danos/Risco
8024079015;Deslizamentos de Barreiras
8024079015;Não há Ocorrência para essa Solicitação
8024076916;Não há Ocorrência para essa Solicitação
8024074019;Imoveis com Danos/Risco
8024073016;Deslizamentos de Barreiras
8024073016;Imoveis com Danos/Risco
8024071716;Deslizamentos de Barreiras
8024067115;Deslizamentos de Barreiras
8024063615;Desabamento Parcial Imoveis
8024062816;Deslizamentos de Barreiras
8024061017;Não há Ocorrência para essa Solicitação
8024060715;Deslizamentos de Barreiras
8024060516;Não há Ocorrência para essa Solicitação
8024055116;Imoveis com Danos/Risco
8024055116;Deslizamentos de Barreiras
8024054715;Deslizamentos de Barreiras
8024052415;Deslizamentos de Barreiras
8024050115;Deslizamentos de Barreiras
8024050016;Deslizamentos de Barreiras
8024048715;Deslizamentos de Barreiras
8024047916;Deslizamentos de Barreiras
8024047916;Imoveis com Danos/Risco
8024046415;Deslizamentos de Barreiras
8024044115;Muro com Danos
8024044115;Imoveis com Danos/Risco
8024043316;Não há Ocorrência para essa Solicitação
8024042915;Imoveis com Danos/Risco
8024042915;Muro com Danos
8024042517;Deslizamentos de Barreiras
8024041016;Não há Ocorrência para essa Solicitação
8024040615;Muro com Danos
8024039616;Não há Ocorrência para essa Solicitação
8024038115;Imoveis com Danos/Risco
8024037316;Tombamento de Arvores
8024036915;Não há Ocorrência para essa Solicitação
8024035718;Não há Ocorrência para essa Solicitação
8024035016;Não há Ocorrência para essa Solicitação
8024034615;Não há Ocorrência para essa Solicitação
8024033816;Deslizamentos de Barreiras
8024033219;Invasao de Terreno de Auxilio Moradia
8024032315;Imoveis com Danos/Risco
8024030916;Deslizamentos de Barreiras
8024030015;Não há Ocorrência para essa Solicitação
8024028615;Não há Ocorrência para essa Solicitação
8024026818;Não há Ocorrência para essa Solicitação
8024026315;Não há Ocorrência para essa Solicitação
8024025317;Não há Ocorrência para essa Solicitação
8024024015;Não há Ocorrência para essa Solicitação
8024022815;Não há Ocorrência para essa Solicitação
8024021016;Não há Ocorrência para essa Solicitação
8024011217;Não há Ocorrência para essa Solicitação
8024010816;Não há Ocorrência para essa Solicitação
8024007716;Não há Ocorrência para essa Solicitação
8024005416;Não há Ocorrência para essa Solicitação
8024003315;Arvores em Risco
8024003116;Deslizamentos de Barreiras
8023998016;Não há Ocorrência para essa Solicitação
8023998016;Deslizamentos de Barreiras
8023996716;Não há Ocorrência para essa Solicitação
8023994416;Não há Ocorrência para essa Solicitação
8023992116;Deslizamentos de Barreiras
8023991019;Não há Ocorrência para essa Solicitação
8023990916;Deslizamentos de Barreiras
8023990916;Não há Ocorrência para essa Solicitação
8023988615;Não há Ocorrência para essa Solicitação
8023987816;Não há Ocorrência para essa Solicitação
8023982616;Não há Ocorrência para essa Solicitação
8023978518;Não há Ocorrência para essa Solicitação
8023978319;Não há Ocorrência para essa Solicitação
8023977017;Não há Ocorrência para essa Solicitação
8023976616;Não há Ocorrência para essa Solicitação
8023974117;Não há Ocorrência para essa Solicitação
8023969115;Imoveis com Danos/Risco
8023966917;Não há Ocorrência para essa Solicitação
8023965416;Não há Ocorrência para essa Solicitação
8023962516;Deslizamentos de Barreiras
8023962516;Postes em Risco
8023960216;Deslizamentos de Barreiras
8023960216;Arvores em Risco
8023958816;Deslizamentos de Barreiras
8023955916;Não há Ocorrência para essa Solicitação
8023953616;Não há Ocorrência para essa Solicitação
8023950716;Deslizamentos de Barreiras
8023947616;Invasao de Terreno de Auxilio Moradia
8023947616;Deslizamentos de Barreiras
8023942615;Imoveis com Danos/Risco
8023942416;Imoveis com Danos/Risco
8023940116;Não há Ocorrência para essa Solicitação
8023935617;Não há Ocorrência para essa Solicitação
8023931216;Imoveis com Danos/Risco
8023931216;Não há Ocorrência para essa Solicitação
8023929816;Deslizamentos de Barreiras
8023929816;Não há Ocorrência para essa Solicitação
8023926916;Imoveis com Danos/Risco
8023926015;Imoveis com Danos/Risco
8023924616;Deslizamentos de Barreiras
8023919216;Não há Ocorrência para essa Solicitação
8023916316;Não há Ocorrência para essa Solicitação
8023915915;Não há Ocorrência para essa Solicitação
8023915915;Deslizamentos de Barreiras
8023914016;Não há Ocorrência para essa Solicitação
8023912816;Imoveis com Danos/Risco
8023911315;Deslizamentos de Barreiras
8023911315;Não há Ocorrência para essa Solicitação
8023909716;Arvores em Risco
8023906816;Não há Ocorrência para essa Solicitação
8023904516;Deslizamentos de Barreiras
8023899116;Deslizamentos de Barreiras
8023898715;Não há Ocorrência para essa Solicitação
8023897916;Não há Ocorrência para essa Solicitação
8023895815;Arvores em Risco
8023894016;Deslizamentos de Barreiras
8023894016;Muro com Danos
8023893515;Arvores em Risco
8023892716;Não há Ocorrência para essa Solicitação
8023887316;Deslizamentos de Barreiras
8023883015;Deslizamentos de Barreiras
8023881715;Imoveis com Danos/Risco
8023881516;Deslizamentos de Barreiras
8023878615;Deslizamentos de Barreiras
8023878416;Deslizamentos de Barreiras
8023876315;Arvores em Risco
8023875516;Deslizamentos de Barreiras
8023872616;Não há Ocorrência para essa Solicitação
8023872616;Deslizamentos de Barreiras
8023871817;Não há Ocorrência para essa Solicitação
8023870018;Não há Ocorrência para essa Solicitação
8023869516;Deslizamentos de Barreiras
8023867216;Deslizamentos de Barreiras
8023867017;Imoveis com Danos/Risco
8023865016;Arvores em Risco
8023864515;Deslizamentos de Barreiras
8023863318;Não há Ocorrência para essa Solicitação
8023863119;Não há Ocorrência para essa Solicitação
8023862016;Deslizamentos de Barreiras
8023860816;Deslizamentos de Barreiras
8023860015;Muro com Danos
8023858515;Imoveis com Danos/Risco
8023858316;Não há Ocorrência para essa Solicitação
8023853315;Deslizamentos de Barreiras
8023853116;Desabamento Parcial Imoveis
8023852019;Não há Ocorrência para essa Solicitação
8023851916;Deslizamentos de Barreiras
8023849416;Arvores em Risco
8023847116;Deslizamentos de Barreiras
8023845916;Não há Ocorrência para essa Solicitação
8023843616;Não há Ocorrência para essa Solicitação
8023841316;Deslizamentos de Barreiras
8023841316;Não há Ocorrência para essa Solicitação
8023839916;Deslizamentos de Barreiras
8023838415;Não há Ocorrência para essa Solicitação
8023838415;Deslizamentos de Barreiras
8023837616;Arvores em Risco
8023835316;Não há Ocorrência para essa Solicitação
8023833016;Deslizamentos de Barreiras
8023831816;Não há Ocorrência para essa Solicitação
8023830315;Imoveis com Danos/Risco
8023829316;Deslizamentos de Barreiras
8023827718;Não há Ocorrência para essa Solicitação
8023827016;Não há Ocorrência para essa Solicitação
8023825816;Não há Ocorrência para essa Solicitação
8023824619;Não há Ocorrência para essa Solicitação
8023823715;Deslizamentos de Barreiras
8023823715;Imoveis com Danos/Risco
8023823516;Imoveis com Danos/Risco
8023822518;Arvores em Risco
8023822518;Não há Ocorrência para essa Solicitação
8023821216;Deslizamentos de Barreiras
8023819816;Deslizamentos de Barreiras
8023817516;Deslizamentos de Barreiras
8023817118;Não há Ocorrência para essa Solicitação
8023816717;Não há Ocorrência para essa Solicitação
8023815216;Imoveis com Danos/Risco
8023814019;Não há Ocorrência para essa Solicitação
8023813016;Não há Ocorrência para essa Solicitação
8023813016;Deslizamentos de Barreiras
8023812018;Não há Ocorrência para essa Solicitação
8023811716;Deslizamentos de Barreiras
8023809216;Não há Ocorrência para essa Solicitação
8023807016;Arvores em Risco
8023807016;Imoveis com Danos/Risco
8023806819;Não há Ocorrência para essa Solicitação
8023805716;Deslizamentos de Barreiras
8023803416;Deslizamentos de Barreiras
8023801116;Deslizamentos de Barreiras
8023801116;Não há Ocorrência para essa Solicitação
8023799716;Deslizamentos de Barreiras
8023798519;Não há Ocorrência para essa Solicitação
8023797416;Deslizamentos de Barreiras
8023795116;Não há Ocorrência para essa Solicitação
8023793916;Deslizamentos de Barreiras
8023791616;Não há Ocorrência para essa Solicitação
8023789116;Imoveis com Danos/Risco
8023786415;Deslizamentos de Barreiras
8023786216;Elevacao do Nivel do Rio
8023784817;Não há Ocorrência para essa Solicitação
8023784016;Deslizamentos de Barreiras
8023782716;Deslizamentos de Barreiras
8023782119;Não há Ocorrência para essa Solicitação
8023780615;Arvores em Risco
8023779616;Arvores em Risco
8023777316;Não há Ocorrência para essa Solicitação
8023774416;Deslizamentos de Barreiras
8023772116;Imoveis com Danos/Risco
8023772116;Deslizamentos de Barreiras
8023770916;Deslizamentos de Barreiras
8023768416;Não há Ocorrência para essa Solicitação
8023766116;Deslizamentos de Barreiras
8023764916;Transbordamentos de Canais
8023762616;Deslizamentos de Barreiras
8023760316;Deslizamentos de Barreiras
8023758916;Deslizamentos de Barreiras
8023758015;Imoveis com Danos/Risco
8023756815;Não há Ocorrência para essa Solicitação
8023756616;Deslizamentos de Barreiras
8023754515;Não há Ocorrência para essa Solicitação
8023754316;Não há Ocorrência para essa Solicitação
8023752016;Deslizamentos de Barreiras
8023751615;Deslizamentos de Barreiras
8023750816;Não há Ocorrência para essa Solicitação
8023748515;Não há Ocorrência para essa Solicitação
8023748316;Desabamento Parcial Imoveis
8023746016;Desabamento Parcial Imoveis
8023746016;Deslizamentos de Barreiras
8023744816;Imoveis com Danos/Risco
8023744816;Muro com Danos
8023744015;Não há Ocorrência para essa Solicitação
8023742516;Não há Ocorrência para essa Solicitação
8023740415;Não há Ocorrência para essa Solicitação
8023740216;Não há Ocorrência para essa Solicitação
8023738816;Deslizamentos de Barreiras
8023736516;Não há Ocorrência para essa Solicitação
8023736118;Muro com Danos
8023734216;Não há Ocorrência para essa Solicitação
8023732016;Muro com Danos
8023731515;Imoveis com Danos/Risco
8023730716;Arvores em Risco
8023728216;Deslizamentos de Barreiras
8023726016;Deslizamentos de Barreiras
8023724716;Deslizamentos de Barreiras
8023722615;Não há Ocorrência para essa Solicitação
8023722416;Não há Ocorrência para essa Solicitação
8023720116;Não há Ocorrência para essa Solicitação
8023718915;Deslizamentos de Barreiras
8023718915;Arvores em Risco
8023718716;Arvores em Risco
8023718716;Desabamento Parcial de Obras de Contencao/Drenagem
8023717917;Não há Ocorrência para essa Solicitação
8023716416;Não há Ocorrência para essa Solicitação
8023714116;Deslizamentos de Barreiras
8023712916;Não há Ocorrência para essa Solicitação
8023710616;Não há Ocorrência para essa Solicitação
8023708116;Deslizamentos de Barreiras
8023708116;Imoveis com Danos/Risco
8023706916;Desabamento Total Imoveis
8023706518;Imoveis Alagados
8023704616;Imoveis com Danos/Risco
8023702316;Não há Ocorrência para essa Solicitação
8023700016;Imoveis Alagados
8023698616;Alagamentos
8023696316;Deslizamentos de Barreiras
8023695915;Imoveis com Danos/Risco
8023694917;Imoveis com Danos/Risco
8023694016;Imoveis com Danos/Risco
8023694016;Deslizamentos de Barreiras
8023692219;Imoveis com Danos/Risco
8023691116;Deslizamentos de Barreiras
8023689716;Não há Ocorrência para essa Solicitação
8023687416;Deslizamentos de Barreiras
8023685116;Deslizamentos de Barreiras
8023683916;Deslizamentos de Barreiras
8023683916;Imoveis com Danos/Risco
8023681616;Deslizamentos de Barreiras
8023679116;Deslizamentos de Barreiras
8023676216;Desabamento Parcial Imoveis
8023674016;Imoveis com Danos/Risco
8023674016;Deslizamentos de Barreiras
8023673018;Imoveis com Danos/Risco
8023672716;Não há Ocorrência para essa Solicitação
8023670416;Não há Ocorrência para essa Solicitação
8023668016;Não há Ocorrência para essa Solicitação
8023666716;Não há Ocorrência para essa Solicitação
8023664615;Deslizamentos de Barreiras
8023664615;Desabamento Parcial Imoveis
8023664615;Imoveis com Danos/Risco
8023664416;Não há Ocorrência para essa Solicitação
8023662116;Não há Ocorrência para essa Solicitação
8023660916;Imoveis Alagados
8023658416;Não há Ocorrência para essa Solicitação
8023656116;Não há Ocorrência para essa Solicitação
8023655317;Não há Ocorrência para essa Solicitação
8023654916;Deslizamentos de Barreiras
8023652616;Não há Ocorrência para essa Solicitação
8023650316;Deslizamentos de Barreiras
8023648916;Não há Ocorrência para essa Solicitação
8023646616;Deslizamentos de Barreiras
8023644316;Não há Ocorrência para essa Solicitação
8023642016;Não há Ocorrência para essa Solicitação
8023640816;Deslizamentos de Barreiras
8023637716;Não há Ocorrência para essa Solicitação
8023635416;Não há Ocorrência para essa Solicitação
8023632715;Arvores em Risco
8023632516;Deslizamentos de Barreiras
8023629416;Não há Ocorrência para essa Solicitação
8023629217;Imoveis com Danos/Risco
8023627116;Deslizamentos de Barreiras
8023627116;Imoveis com Danos/Risco
8023626317;Não há Ocorrência para essa Solicitação
8023625916;Deslizamentos de Barreiras
8023624017;Não há Ocorrência para essa Solicitação
8023623616;Deslizamentos de Barreiras
8023621316;Não há Ocorrência para essa Solicitação
8023617815;Desabamento Parcial de Obras de Contencao/Drenagem
8023615316;Não há Ocorrência para essa Solicitação
8023613016;Não há Ocorrência para essa Solicitação
8023610116;Não há Ocorrência para essa Solicitação
8023607016;Deslizamentos de Barreiras
8023605816;Não há Ocorrência para essa Solicitação
8023603516;Não há Ocorrência para essa Solicitação
8023601216;Imoveis com Danos/Risco
8023601216;Deslizamentos de Barreiras
8023599816;Não há Ocorrência para essa Solicitação
8023596916;Não há Ocorrência para essa Solicitação
8023593419;Não há Ocorrência para essa Solicitação
8023593016;Não há Ocorrência para essa Solicitação
8023590016;Não há Ocorrência para essa Solicitação
8023588616;Não há Ocorrência para essa Solicitação
8023584016;Não há Ocorrência para essa Solicitação
8023581116;Deslizamentos de Barreiras
8023579915;Deslizamentos de Barreiras
8023579915;Não há Ocorrência para essa Solicitação
8023579716;Deslizamentos de Barreiras
8023575116;Não há Ocorrência para essa Solicitação
8023573717;Não há Ocorrência para essa Solicitação
8023568516;Não há Ocorrência para essa Solicitação
8023566216;Não há Ocorrência para essa Solicitação
8023563316;Imoveis com Danos/Risco
8023563316;Deslizamentos de Barreiras
8023561016;Deslizamentos de Barreiras
8023559616;Deslizamentos de Barreiras
8023557515;Imoveis com Danos/Risco
8023557316;Deslizamentos de Barreiras
8023555016;Não há Ocorrência para essa Solicitação
8023553816;Deslizamentos de Barreiras
8023553816;Imoveis com Danos/Risco
8023553418;Não há Ocorrência para essa Solicitação
8023550916;Imoveis Alagados
8023549215;Deslizamentos de Barreiras
8023547816;Não há Ocorrência para essa Solicitação
8023545516;Deslizamentos de Barreiras
8023544717;Não há Ocorrência para essa Solicitação
8023543216;Não há Ocorrência para essa Solicitação
8023540515;Imoveis com Danos/Risco
8023540515;Deslizamentos de Barreiras
8023540316;Deslizamentos de Barreiras
8023536616;Não há Ocorrência para essa Solicitação
8023535115;Imoveis com Danos/Risco
8023534316;Deslizamentos de Barreiras
8023532016;Não há Ocorrência para essa Solicitação
8023529419;Imoveis com Danos/Risco
8023529115;Arvores em Risco
8023528316;Não há Ocorrência para essa Solicitação
8023526016;Muro com Danos
8023525615;Imoveis com Danos/Risco
8023524816;Não há Ocorrência para essa Solicitação
8023523315;Imoveis com Danos/Risco
8023521015;Imoveis com Danos/Risco
8023520216;Não há Ocorrência para essa Solicitação
8023519615;Imoveis com Danos/Risco
8023518816;Deslizamentos de Barreiras
8023516715;Muro com Danos
8023516715;Imoveis com Danos/Risco
8023516516;Deslizamentos de Barreiras
8023514415;Imoveis com Danos/Risco
8023514216;Não há Ocorrência para essa Solicitação
8023512115;Imoveis com Danos/Risco
8023512115;Deslizamentos de Barreiras
8023512016;Deslizamentos de Barreiras
8023512016;Imoveis com Danos/Risco
8023510915;Deslizamentos de Barreiras
8023510716;Não há Ocorrência para essa Solicitação
8023508415;Deslizamentos de Barreiras
8023508216;Deslizamentos de Barreiras
8023506016;Não há Ocorrência para essa Solicitação
8023504716;Deslizamentos de Barreiras
8023502217;Não há Ocorrência para essa Solicitação
8023501816;Deslizamentos de Barreiras
8023499316;Não há Ocorrência para essa Solicitação
8023497519;Imoveis com Danos/Risco
8023497016;Não há Ocorrência para essa Solicitação
8023495816;Imoveis com Danos/Risco
8023495816;Deslizamentos de Barreiras
8023493516;Deslizamentos de Barreiras
